130 8385
20 72 288
20 73 351
20 74 395
20 75 401
20 76 326
20 77 387
20 78 261
20 79 241
20 80 31
20 81 335
20 82 498
20 83 184
20 84 462
20 85 328
20 86 545
20 87 314
20 88 493
20 89 337
20 90 298
20 91 356
20 92 277
20 93 62
20 94 363
20 95 256
20 96 215
20 97 406
20 98 395
20 99 376
20 100 216
20 101 557
20 102 322
20 103 383
20 104 279
20 105 237
20 106 178
20 107 307
20 108 110
20 109 360
20 110 358
20 111 571
20 112 219
20 113 445
20 114 139
20 115 260
20 116 237
20 117 184
20 118 30
20 119 485
20 120 207
20 121 197
20 122 180
20 123 569
20 124 392
20 125 304
20 126 146
20 127 287
20 128 238
20 129 356
20 130 123
21 22 74
21 23 93
21 24 348
21 25 526
21 26 481
21 27 312
21 28 283
21 29 382
21 30 139
21 31 276
21 32 546
21 33 16
21 34 285
21 35 150
21 36 548
21 37 78
21 38 300
21 39 197
21 40 97
21 41 224
21 42 162
21 43 377
21 44 132
21 45 320
21 46 85
21 47 95
21 48 527
21 49 276
21 50 147
21 51 192
21 52 497
21 53 242
21 54 191
21 55 172
21 56 511
21 57 539
21 58 274
21 59 153
21 60 202
21 61 413
21 62 252
21 63 465
21 64 531
21 65 479
21 66 309
21 67 162
21 68 480
21 69 553
21 70 462
21 71 189
21 72 332
21 73 419
21 74 464
21 75 470
21 76 365
21 77 475
21 78 175
21 79 327
21 80 101
21 81 420
21 82 579
21 83 150
21 84 551
21 85 261
21 86 604
21 87 395
21 88 555
21 89 426
21 90 232
21 91 391
21 92 344
21 93 76
21 94 452
21 95 343
21 96 152
21 97 479
21 98 482
21 99 439
21 100 306
21 101 640
21 102 297
21 103 469
21 104 360
21 105 244
21 106 243
21 107 386
21 108 72
21 109 400
21 110 445
21 111 656
21 112 222
21 113 534
21 114 98
21 115 240
21 116 326
21 117 185
21 118 114
21 119 574
21 120 240
21 121 113
21 122 151
21 123 655
21 124 451
21 125 239
21 126 80
21 127 362
21 128 256
21 129 414
21 130 168
22 23 33
22 24 336
22 25 535
22 26 517
22 27 319
22 28 357
22 29 370
22 30 211
22 31 285
22 32 544
22 33 65
22 34 303
22 35 150
22 36 543
22 37 7
22 38 265
22 39 258
22 40 23
22 41 281
22 42 101
22 43 394
22 44 70
22 45 381
22 46 121
22 47 21
22 48 538
22 49 216
22 50 196
22 51 123
22 52 448
22 53 180
22 54 198
22 55 98
22 56 471
22 57 497
22 58 215
22 59 220
22 60 131
22 61 469
22 62 323
22 63 483
22 64 579
22 65 440
22 66 372
22 67 121
22 68 493
22 69 601
22 70 490
22 71 247
22 72 268
22 73 369
22 74 413
22 75 420
22 76 423
22 77 456
22 78 221
22 79 305
22 80 133
22 81 394
22 82 542
22 83 224
22 84 545
22 85 325
22 86 650
22 87 364
22 88 599
22 89 424
22 90 298
22 91 322
22 92 295
22 93 48
22 94 445
22 95 324
22 96 110
22 97 511
22 98 490
22 99 385
22 100 304
22 101 609
22 102 228
22 103 443
22 104 383
22 105 313
22 106 198
22 107 412
22 108 145
22 109 458
22 110 451
22 111 629
22 112 292
22 113 531
22 114 173
22 115 314
22 116 312
22 117 254
22 118 136
22 119 562
22 120 174
22 121 166
22 122 81
22 123 626
22 124 497
22 125 306
22 126 153
22 127 393
22 128 322
22 129 461
22 130 220
23 24 365
23 25 567
23 26 550
23 27 351
23 28 374
23 29 400
23 30 221
23 31 318
23 32 575
23 33 80
23 34 336
23 35 183
23 36 573
23 37 38
23 38 288
23 39 286
23 40 31
23 41 310
23 42 116
23 43 427
23 44 87
23 45 409
23 46 152
23 47 29
23 48 570
23 49 228
23 50 226
23 51 127
23 52 464
23 53 191
23 54 230
23 55 85
23 56 491
23 57 516
23 58 228
23 59 227
23 60 132
23 61 499
23 62 346
23 63 516
23 64 611
23 65 460
23 66 371
23 67 88
23 68 526
23 69 633
23 70 523
23 71 276
23 72 275
23 73 385
23 74 429
23 75 436
23 76 452
23 77 483
23 78 213
23 79 333
23 80 166
23 81 419
23 82 563
23 83 241
23 84 575
23 85 327
23 86 682
23 87 388
23 88 631
23 89 455
23 90 301
23 91 323
23 92 312
23 93 81
23 94 475
23 95 352
23 96 77
23 97 544
23 98 522
23 99 398
23 100 335
23 101 632
23 102 204
23 103 468
23 104 416
23 105 337
23 106 218
23 107 445
23 108 165
23 109 487
23 110 483
23 111 653
23 112 315
23 113 562
23 114 190
23 115 332
23 116 342
23 117 278
23 118 169
23 119 591
23 120 180
23 121 164
23 122 58
23 123 650
23 124 529
23 125 309
23 126 165
23 127 426
23 128 348
23 129 493
23 130 250
24 25 224
24 26 318
24 27 87
24 28 493
24 29 34
24 30 442
24 31 109
24 32 213
24 33 357
24 34 138
24 35 198
24 36 208
24 37 329
24 38 119
24 39 316
24 40 335
24 41 307
24 42 269
24 43 148
24 44 286
24 45 372
24 46 273
24 47 336
24 48 233
24 49 239
24 50 268
24 51 297
24 52 255
24 53 250
24 54 162
24 55 358
24 56 222
24 57 254
24 58 231
24 59 468
24 60 307
24 61 387
24 62 413
24 63 214
24 64 428
24 65 194
24 66 620
24 67 450
24 68 202
24 69 443
24 70 261
24 71 304
24 72 273
24 73 211
24 74 240
24 75 241
24 76 379
24 77 129
24 78 520
24 79 48
24 80 259
24 81 98
24 82 269
24 83 409
24 84 210
24 85 571
24 86 469
24 87 105
24 88 417
24 89 99
24 90 542
24 91 342
24 92 180
24 93 291
24 94 111
24 95 30
24 96 439
24 97 292
24 98 179
24 99 248
24 100 58
24 101 310
24 102 465
24 103 136
24 104 173
24 105 393
24 106 181
24 107 198
24 108 358
24 109 397
24 110 140
24 111 318
24 112 389
24 113 200
24 114 380
24 115 452
24 116 23
24 117 369
24 118 239
24 119 227
24 120 276
24 121 457
24 122 374
24 123 317
24 124 351
24 125 546
24 126 399
24 127 213
24 128 372
24 129 331
24 130 277
25 26 205
25 27 216
25 28 570
25 29 196
25 30 580
25 31 250
25 32 79
25 33 539
25 34 242
25 35 385
25 36 103
25 37 529
25 38 343
25 39 412
25 40 539
25 41 389
25 42 485
25 43 153
25 44 498
25 45 398
25 46 441
25 47 540
25 48 15
25 49 463
25 50 401
25 51 518
25 52 411
25 53 475
25 54 338
25 55 574
25 56 347
25 57 371
25 58 456
25 59 608
25 60 528
25 61 352
25 62 485
25 63 88
25 64 318
25 65 335
25 66 741
25 67 655
25 68 54
25 69 323
25 70 148
25 71 406
25 72 493
25 73 401
25 74 413
25 75 411
25 76 376
25 77 199
25 78 680
25 79 272
25 80 425
25 81 255
25 82 347
25 83 533
25 84 105
25 85 695
25 86 323
25 87 290
25 88 282
25 89 125
25 90 668
25 91 557
25 92 395
25 93 487
25 94 132
25 95 251
25 96 644
25 97 170
25 98 45
25 99 437
25 100 234
25 101 331
25 102 689
25 103 244
25 104 181
25 105 466
25 106 405
25 107 169
25 108 510
25 109 373
25 110 85
25 111 311
25 112 474
25 113 79
25 114 523
25 115 540
25 116 244
25 117 471
25 118 411
25 119 155
25 120 500
25 121 620
25 122 586
25 123 315
25 124 276
25 125 671
25 126 553
25 127 205
25 128 436
25 129 281
25 130 396
26 27 250
26 28 422
26 29 311
26 30 484
26 31 263
26 32 283
26 33 496
26 34 230
26 35 378
26 36 305
26 37 514
26 38 425
26 39 308
26 40 530
26 41 279
26 42 507
26 43 170
26 44 507
26 45 239
26 46 400
26 47 531
26 48 192
26 49 532
26 50 334
26 51 549
26 52 563
26 53 529
26 54 334
26 55 588
26 56 512
26 57 541
26 58 524
26 59 512
26 60 561
26 61 161
26 62 346
26 63 129
26 64 117
26 65 492
26 66 615
26 67 637
26 68 164
26 69 128
26 70 63
26 71 308
26 72 578
26 73 529
26 74 554
26 75 555
26 76 201
26 77 368
26 78 598
26 79 363
26 80 386
26 81 396
26 82 530
26 83 430
26 84 308
26 85 576
26 86 151
26 87 419
26 88 98
26 89 256
26 90 553
26 91 652
26 92 495
26 93 472
26 94 289
26 95 349
26 96 626
26 97 35
26 98 206
26 99 567
26 100 287
26 101 529
26 102 719
26 103 406
26 104 154
26 105 331
26 106 463
26 107 124
26 108 438
26 109 186
26 110 216
26 111 513
26 112 347
26 113 280
26 114 440
26 115 405
26 116 326
26 117 359
26 118 381
26 119 358
26 120 551
26 121 546
26 122 588
26 123 516
26 124 76
26 125 554
26 126 477
26 127 127
26 128 299
26 129 97
26 130 317
27 28 416
27 29 102
27 30 384
27 31 36
27 32 235
27 33 324
27 34 52
27 35 169
27 36 240
27 37 313
27 38 176
27 39 240
27 40 324
27 41 227
27 42 276
27 43 85
27 44 285
27 45 286
27 46 229
27 47 325
27 48 219
27 49 282
27 50 204
27 51 314
27 52 341
27 53 283
27 54 122
27 55 364
27 56 309
27 57 341
27 58 275
27 59 411
27 60 325
27 61 301
27 62 333
27 63 172
27 64 352
27 65 281
27 66 557
27 67 440
27 68 175
27 69 369
27 70 200
27 71 229
27 72 328
27 73 291
27 74 324
27 75 326
27 76 291
27 77 201
27 78 474
27 79 119
27 80 213
27 81 185
27 82 353
27 83 345
27 84 242
27 85 509
27 86 401
27 87 192
27 88 347
27 89 117
27 90 480
27 91 402
27 92 248
27 93 271
27 94 150
27 95 111
27 96 428
27 97 229
27 98 171
27 99 328
27 100 37
27 101 386
27 102 486
27 103 218
27 104 96
27 105 313
27 106 215
27 107 125
27 108 305
27 109 310
27 110 133
27 111 389
27 112 312
27 113 223
27 114 324
27 115 377
27 116 84
27 117 296
27 118 197
27 119 273
27 120 307
27 121 412
27 122 373
27 123 389
27 124 272
27 125 484
27 126 349
27 127 132
27 128 289
27 129 249
27 130 207
28 29 517
28 30 163
28 31 385
28 32 624
28 33 295
28 34 365
28 35 345
28 36 637
28 37 361
28 38 510
28 39 177
28 40 381
28 41 189
28 42 432
28 43 426
28 44 407
28 45 182
28 46 278
28 47 379
28 48 563
28 49 535
28 50 235
28 51 470
28 52 716
28 53 506
28 54 349
28 55 456
28 56 706
28 57 738
28 58 530
28 59 174
28 60 481
28 61 276
28 62 84
28 63 484
28 64 404
28 65 675
28 66 200
28 67 420
28 68 515
28 69 425
28 70 442
28 71 189
28 72 594
28 73 645
28 74 688
28 75 693
28 76 225
28 77 617
28 78 259
28 79 500
28 80 281
28 81 590
28 82 761
28 83 133
28 84 639
28 85 172
28 86 482
28 87 581
28 88 450
28 89 523
28 90 161
28 91 662
28 92 575
28 93 345
28 94 561
28 95 505
28 96 413
28 97 442
28 98 540
28 99 674
28 100 435
28 101 802
28 102 577
28 103 630
28 104 392
28 105 104
28 106 481
28 107 400
28 108 213
28 109 251
28 110 517
28 111 805
28 112 104
28 113 614
28 114 184
28 115 46
28 116 479
28 117 128
28 118 299
28 119 679
28 120 511
28 121 245
28 122 433
28 123 806
28 124 356
28 125 157
28 126 210
28 127 364
28 128 133
28 129 326
28 130 219
29 30 473
29 31 132
29 32 179
29 33 391
29 34 155
29 35 231
29 36 174
29 37 363
29 38 146
29 39 340
29 40 370
29 41 329
29 42 303
29 43 144
29 44 321
29 45 387
29 46 305
29 47 371
29 48 206
29 49 267
29 50 296
29 51 330
29 52 253
29 53 281
29 54 194
29 55 392
29 56 212
29 57 243
29 58 259
29 59 499
29 60 339
29 61 394
29 62 435
29 63 198
29 64 423
29 65 186
29 66 650
29 67 485
29 68 181
29 69 438
29 70 250
29 71 329
29 72 296
29 73 220
29 74 243
29 75 244
29 76 389
29 77 100
29 78 553
29 79 76
29 80 291
29 81 88
29 82 250
29 83 438
29 84 176
29 85 601
29 86 459
29 87 108
29 88 408
29 89 71
29 90 572
29 91 363
29 92 200
29 93 325
29 94 77
29 95 55
29 96 474
29 97 281
29 98 153
29 99 257
29 100 83
29 101 284
29 102 497
29 103 116
29 104 174
29 105 415
29 106 213
29 107 195
29 108 389
29 109 405
29 110 116
29 111 289
29 112 413
29 113 166
29 114 411
29 115 477
29 116 58
29 117 395
29 118 272
29 119 192
29 120 306
29 121 490
29 122 408
29 123 289
29 124 350
29 125 576
29 126 431
29 127 216
29 128 392
29 129 334
29 130 304
30 31 348
30 32 616
30 33 146
30 34 342
30 35 254
30 36 623
30 37 216
30 38 421
30 39 176
30 40 234
30 41 205
30 42 301
30 43 426
30 44 272
30 45 269
30 46 175
30 47 232
30 48 577
30 49 414
30 50 180
30 51 332
30 52 625
30 53 380
30 54 280
30 55 305
30 56 630
30 57 660
30 58 411
30 59 28
30 60 341
30 61 374
30 62 169
30 63 504
30 64 503
30 65 598
30 66 180
30 67 257
30 68 528
30 69 525
30 70 483
30 71 178
30 72 471
30 73 548
30 74 593
30 75 599
30 76 319
30 77 572
30 78 116
30 79 433
30 80 186
30 81 527
30 82 694
30 83 54
30 84 626
30 85 130
30 86 581
30 87 509
30 88 538
30 89 501
30 90 101
30 91 531
30 92 474
30 93 213
30 94 534
30 95 444
30 96 251
30 97 492
30 98 541
30 99 571
30 100 390
30 101 748
30 102 418
30 103 574
30 104 400
30 105 171
30 106 373
30 107 419
30 108 87
30 109 353
30 110 509
30 111 760
30 112 149
30 113 605
30 114 61
30 115 129
30 116 422
30 117 125
30 118 207
30 119 657
30 120 379
30 121 84
30 122 279
30 123 759
30 124 434
30 125 106
30 126 58
30 127 387
30 128 198
30 129 398
30 130 183
31 32 272
31 33 289
31 34 36
31 35 135
31 36 276
31 37 280
31 38 173
31 39 208
31 40 292
31 41 198
31 42 250
31 43 110
31 44 256
31 45 266
31 46 193
31 47 293
31 48 253
31 49 269
31 50 168
31 51 290
31 52 355
31 53 266
31 54 88
31 55 336
31 56 330
31 57 362
31 58 262
31 59 375
31 60 302
31 61 293
31 62 304
31 63 199
31 64 357
31 65 300
31 66 522
31 67 407
31 68 207
31 69 376
31 70 219
31 71 197
31 72 319
31 73 299
31 74 335
31 75 338
31 76 277
31 77 232
31 78 438
31 79 129
31 80 177
31 81 207
31 82 378
31 83 309
31 84 279
31 85 474
31 86 412
31 87 208
31 88 358
31 89 153
31 90 445
31 91 394
31 92 247
31 93 237
31 94 186
31 95 127
31 96 396
31 97 246
31 98 206
31 99 335
31 100 51
31 101 416
31 102 462
31 103 245
31 104 110
31 105 284
31 106 200
31 107 140
31 108 269
31 109 299
31 110 169
31 111 421
31 112 281
31 113 259
31 114 287
31 115 345
31 116 98
31 117 263
31 118 161
31 119 309
31 120 288
31 121 375
31 122 343
31 123 421
31 124 274
31 125 449
31 126 312
31 127 138
31 128 262
31 129 247
31 130 173
32 33 558
32 34 274
32 35 398
32 36 24
32 37 538
32 38 322
32 39 458
32 40 546
32 41 438
32 42 482
32 43 197
32 44 499
32 45 460
32 46 464
32 47 547
32 48 94
32 49 441
32 50 436
32 51 510
32 52 352
32 53 458
32 54 355
32 55 571
32 56 284
32 57 305
32 58 434
32 59 644
32 60 519
32 61 424
32 62 539
32 63 159
32 64 397
32 65 277
32 66 785
32 67 661
32 68 121
32 69 402
32 70 224
32 71 450
32 72 462
32 73 355
32 74 359
32 75 356
32 76 443
32 77 143
32 78 710
32 79 255
32 80 449
32 81 211
32 82 274
32 83 573
32 84 26
32 85 738
32 86 401
32 87 250
32 88 361
32 89 120
32 90 710
32 91 521
32 92 362
32 93 497
32 94 102
32 95 233
32 96 651
32 97 247
32 98 86
32 99 388
32 100 241
32 101 253
32 102 675
32 103 187
32 104 231
32 105 519
32 106 391
32 107 228
32 108 540
32 109 444
32 110 107
32 111 232
32 112 525
32 113 13
32 114 557
32 115 591
32 116 236
32 117 517
32 118 432
32 119 76
32 120 484
32 121 647
32 122 587
32 123 236
32 124 351
32 125 713
32 126 584
32 127 264
32 128 490
32 129 353
32 130 435
33 34 299
33 35 160
33 36 559
33 37 70
33 38 305
33 39 213
33 40 88
33 41 240
33 42 159
33 43 391
33 44 129
33 45 335
33 46 99
33 47 86
33 48 540
33 49 274
33 50 163
33 51 186
33 52 499
33 53 239
33 54 203
33 55 161
33 56 515
33 57 543
33 58 272
33 59 156
33 60 195
33 61 429
33 62 266
33 63 479
33 64 547
33 65 483
33 66 311
33 67 146
33 68 493
33 69 569
33 70 477
33 71 205
33 72 329
33 73 420
33 74 465
33 75 472
33 76 381
33 77 484
33 78 170
33 79 334
33 80 115
33 81 427
33 82 584
33 83 161
33 84 562
33 85 263
33 86 620
33 87 401
33 88 571
33 89 437
33 90 235
33 91 386
33 92 345
33 93 77
33 94 463
33 95 351
33 96 136
33 97 495
33 98 495
33 99 439
33 100 317
33 101 647
33 102 284
33 103 476
33 104 374
33 105 259
33 106 245
33 107 401
33 108 85
33 109 416
33 110 458
33 111 663
33 112 236
33 113 545
33 114 110
33 115 252
33 116 335
33 117 199
33 118 127
33 119 584
33 120 236
33 121 109
33 122 138
33 123 662
33 124 467
33 125 243
33 126 88
33 127 377
33 128 271
33 129 430
33 130 184
34 35 154
34 36 282
34 37 298
34 38 210
34 39 190
34 40 312
34 41 175
34 42 277
34 43 92
34 44 281
34 45 234
34 46 200
34 47 312
34 48 242
34 49 304
34 50 161
34 51 318
34 52 389
34 53 299
34 54 107
34 55 361
34 56 360
34 57 392
34 58 297
34 59 370
34 60 331
34 61 257
34 62 281
34 63 180
34 64 322
34 65 331
34 66 512
34 67 425
34 68 194
34 69 341
34 70 191
34 71 180
34 72 355
34 73 334
34 74 369
34 75 372
34 76 243
34 77 253
34 78 439
34 79 163
34 80 184
34 81 236
34 82 405
34 83 300
34 84 284
34 85 464
34 86 378
34 87 240
34 88 324
34 89 161
34 90 436
34 91 430
34 92 284
34 93 255
34 94 197
34 95 159
34 96 414
34 97 216
34 98 200
34 99 370
34 100 82
34 101 438
34 102 490
34 103 271
34 104 81
34 105 261
34 106 234
34 107 111
34 108 268
34 109 263
34 110 167
34 111 440
34 112 261
34 113 262
34 114 284
34 115 326
34 116 131
34 117 247
34 118 172
34 119 319
34 120 320
34 121 378
34 122 366
34 123 441
34 124 238
34 125 439
34 126 312
34 127 103
34 128 237
34 129 211
34 130 161
35 36 399
35 37 144
35 38 168
35 39 185
35 40 157
35 41 195
35 42 131
35 43 244
35 44 128
35 45 293
35 46 79
35 47 158
35 48 388
35 49 199
35 50 114
35 51 175
35 52 375
35 53 178
35 54 47
35 55 209
35 56 376
35 57 406
35 58 193
35 59 278
35 60 188
35 61 360
35 62 280
35 63 334
35 64 454
35 65 343
35 66 435
35 67 271
35 68 343
35 69 475
35 70 345
35 71 171
35 72 258
35 73 301
35 74 345
35 75 350
35 76 325
35 77 326
35 78 322
35 79 180
35 80 69
35 81 274
35 82 439
35 83 233
35 84 402
35 85 385
35 86 519
35 87 254
35 88 466
35 89 278
35 90 355
35 91 331
35 92 229
35 93 102
35 94 302
35 95 194
35 96 260
35 97 368
35 98 340
35 99 329
35 100 157
35 101 496
35 102 341
35 103 322
35 104 236
35 105 263
35 106 138
35 107 265
35 108 167
35 109 356
35 110 301
35 111 509
35 112 249
35 113 386
35 114 194
35 115 299
35 116 175
35 117 217
35 118 48
35 119 423
35 120 193
35 121 259
35 122 211
35 123 508
35 124 370
35 125 361
35 126 205
35 127 251
35 128 256
35 129 336
35 130 136
36 37 536
36 38 313
36 39 468
36 40 543
36 41 449
36 42 477
36 43 210
36 44 495
36 45 476
36 46 467
36 47 545
36 48 118
36 49 431
36 50 443
36 51 503
36 52 331
36 53 450
36 54 357
36 55 566
36 56 262
36 57 282
36 58 424
36 59 651
36 60 512
36 61 444
36 62 552
36 63 180
36 64 420
36 65 256
36 66 794
36 67 659
36 68 142
36 69 426
36 70 245
36 71 460
36 72 449
36 73 337
36 74 340
36 75 336
36 76 460
36 77 126
36 78 714
36 79 248
36 80 452
36 81 196
36 82 250
36 83 582
36 84 2
36 85 746
36 86 425
36 87 236
36 88 385
36 89 123
36 90 718
36 91 505
36 92 348
36 93 497
36 94 97
36 95 227
36 96 648
36 97 270
36 98 104
36 99 369
36 100 242
36 101 228
36 102 666
36 103 169
36 104 245
36 105 532
36 106 384
36 107 244
36 108 546
36 109 463
36 110 119
36 111 208
36 112 536
36 113 25
36 114 564
36 115 602
36 116 232
36 117 527
36 118 435
36 119 52
36 120 475
36 121 652
36 122 582
36 123 212
36 124 372
36 125 721
36 126 589
36 127 280
36 128 504
36 129 373
36 130 443
37 38 257
37 39 258
37 40 20
37 41 280
37 42 93
37 43 388
37 44 62
37 45 381
37 46 119
37 47 19
37 48 532
37 49 209
37 50 194
37 51 116
37 52 441
37 53 173
37 54 192
37 55 96
37 56 463
37 57 489
37 58 208
37 59 226
37 60 125
37 61 467
37 62 325
37 63 478
37 64 577
37 65 432
37 66 378
37 67 127
37 68 488
37 69 599
37 70 486
37 71 247
37 72 261
37 73 361
37 74 406
37 75 413
37 76 422
37 77 448
37 78 229
37 79 298
37 80 131
37 81 386
37 82 534
37 83 228
37 84 539
37 85 332
37 86 647
37 87 356
37 88 596
37 89 418
37 90 304
37 91 316
37 92 287
37 93 43
37 94 438
37 95 317
37 96 115
37 97 507
37 98 484
37 99 378
37 100 297
37 101 601
37 102 227
37 103 435
37 104 378
37 105 314
37 106 190
37 107 407
37 108 148
37 109 457
37 110 445
37 111 621
37 112 293
37 113 525
37 114 176
37 115 317
37 116 305
37 117 256
37 118 133
37 119 555
37 120 167
37 121 173
37 122 80
37 123 619
37 124 494
37 125 312
37 126 158
37 127 389
37 128 322
37 129 459
37 130 219
38 39 340
38 40 257
38 41 342
38 42 176
38 43 256
38 44 201
38 45 427
38 46 246
38 47 258
38 48 352
38 49 120
38 50 275
38 51 194
38 52 206
38 53 137
38 54 162
38 55 260
38 56 211
38 57 239
38 58 113
38 59 443
38 60 201
38 61 466
38 62 439
38 63 332
38 64 528
38 65 179
38 66 601
38 67 364
38 68 322
38 69 545
38 70 372
38 71 327
38 72 154
38 73 135
38 74 178
38 75 183
38 76 446
38 77 203
38 78 475
38 79 70
38 80 237
38 81 133
38 82 279
38 83 402
38 84 314
38 85 551
38 86 576
38 87 99
38 88 523
38 89 217
38 90 522
38 91 227
38 92 74
38 93 228
38 94 220
38 95 91
38 96 355
38 97 402
38 98 298
38 99 168
38 100 138
38 101 344
38 102 353
38 103 181
38 104 272
38 105 420
38 106 74
38 107 301
38 108 333
38 109 470
38 110 260
38 111 364
38 112 410
38 113 309
38 114 361
38 115 465
38 116 102
38 117 381
38 118 216
38 119 318
38 120 162
38 121 413
38 122 281
38 123 362
38 124 446
38 125 528
38 126 368
38 127 307
38 128 407
38 129 421
38 130 293
39 40 278
39 41 29
39 42 299
39 43 261
39 44 283
39 45 123
39 46 143
39 47 277
39 48 408
39 49 384
39 50 73
39 51 343
39 52 544
39 53 361
39 54 178
39 55 351
39 56 531
39 57 563
39 58 379
39 59 205
39 60 355
39 61 216
39 62 98
39 63 332
39 64 338
39 65 500
39 66 328
39 67 360
39 68 359
39 69 361
39 70 306
39 71 14
39 72 444
39 73 476
39 74 518
39 75 522
39 76 167
39 77 441
39 78 290
39 79 324
39 80 137
39 81 413
39 82 584
39 83 124
39 84 471
39 85 283
39 86 414
39 87 406
39 88 368
39 89 351
39 90 256
39 91 516
39 92 409
39 93 225
39 94 388
39 95 329
39 96 350
39 97 316
39 98 378
39 99 508
39 100 258
39 101 625
39 102 485
39 103 453
39 104 231
39 105 79
39 106 323
39 107 246
39 108 138
39 109 202
39 110 350
39 111 629
39 112 72
39 113 448
39 114 133
39 115 136
39 116 302
39 117 59
39 118 149
39 119 508
39 120 372
39 121 240
39 122 338
39 123 630
39 124 263
39 125 258
39 126 172
39 127 213
39 128 70
39 129 227
39 130 49
40 41 300
40 42 86
40 43 402
40 44 56
40 45 401
40 46 138
40 47 2
40 48 543
40 49 199
40 50 214
40 51 102
40 52 434
40 53 163
40 54 205
40 55 75
40 56 460
40 57 485
40 58 199
40 59 243
40 60 109
40 61 487
40 62 345
40 63 491
40 64 596
40 65 429
40 66 392
40 67 116
40 68 499
40 69 618
40 70 501
40 71 267
40 72 250
40 73 355
40 74 399
40 75 406
40 76 442
40 77 452
40 78 239
40 79 302
40 80 150
40 81 388
40 82 532
40 83 248
40 84 546
40 85 346
40 86 665
40 87 356
40 88 614
40 89 426
40 90 320
40 91 301
40 92 282
40 93 59
40 94 446
40 95 321
40 96 105
40 97 523
40 98 494
40 99 370
40 100 307
40 101 600
40 102 207
40 103 437
40 104 393
40 105 335
40 106 187
40 107 422
40 108 168
40 109 477
40 110 455
40 111 622
40 112 314
40 113 533
40 114 196
40 115 337
40 116 312
40 117 276
40 118 150
40 119 561
40 120 154
40 121 186
40 122 60
40 123 619
40 124 513
40 125 327
40 126 176
40 127 405
40 128 343
40 129 477
40 130 239
41 42 316
41 43 240
41 44 301
41 45 101
41 46 163
41 47 300
41 48 385
41 49 395
41 50 88
41 51 360
41 52 543
41 53 373
41 54 181
41 55 372
41 56 525
41 57 557
41 58 388
41 59 233
41 60 372
41 61 189
41 62 106
41 63 307
41 64 310
41 65 495
41 66 352
41 67 387
41 68 336
41 69 332
41 70 279
41 71 34
41 72 454
41 73 477
41 74 518
41 75 522
41 76 142
41 77 428
41 78 319
41 79 319
41 80 155
41 81 405
41 82 576
41 83 152
41 84 452
41 85 308
41 86 385
41 87 401
41 88 339
41 89 334
41 90 282
41 91 527
41 92 413
41 93 246
41 94 372
41 95 322
41 96 376
41 97 287
41 98 356
41 99 510
41 100 249
41 101 614
41 102 507
41 103 444
41 104 208
41 105 85
41 106 331
41 107 221
41 108 166
41 109 177
41 110 330
41 111 616
41 112 87
41 113 428
41 114 163
41 115 152
41 116 295
41 117 83
41 118 164
41 119 491
41 120 386
41 121 269
41 122 361
41 123 617
41 124 234
41 125 284
41 126 201
41 127 187
41 128 65
41 129 197
41 130 63
42 43 360
42 44 31
42 45 417
42 46 159
42 47 88
42 48 491
42 49 115
42 50 227
42 51 44
42 52 348
42 53 80
42 54 173
42 55 89
42 56 375
42 57 399
42 58 114
42 59 315
42 60 57
42 61 490
42 62 383
42 63 448
42 64 586
42 65 344
42 66 470
42 67 188
42 68 451
42 69 607
42 70 468
42 71 286
42 72 170
42 73 269
42 74 313
42 75 320
42 76 452
42 77 377
42 78 322
42 79 230
42 80 162
42 81 309
42 82 447
42 83 303
42 84 479
42 85 422
42 86 650
42 87 275
42 88 597
42 89 365
42 90 394
42 91 230
42 92 196
42 93 88
42 94 380
42 95 250
42 96 178
42 97 494
42 98 439
42 99 284
42 100 251
42 101 517
42 102 212
42 103 357
42 104 358
42 105 369
42 106 103
42 107 389
42 108 222
42 109 484
42 110 399
42 111 540
42 112 351
42 113 469
42 114 252
42 115 386
42 116 246
42 117 314
42 118 152
42 119 489
42 120 79
42 121 266
42 122 106
42 123 537
42 124 501
42 125 401
42 126 242
42 127 379
42 128 369
42 129 468
42 130 253
43 44 367
43 45 268
43 46 292
43 47 402
43 48 152
43 49 367
43 50 248
43 51 398
43 52 398
43 53 369
43 54 196
43 55 447
43 56 354
43 57 385
43 58 360
43 59 455
43 60 410
43 61 254
43 62 341
43 63 89
43 64 279
43 65 330
43 66 590
43 67 515
43 68 103
43 69 294
43 70 116
43 71 254
43 72 411
43 73 360
43 74 387
43 75 388
43 76 259
43 77 221
43 78 527
43 79 192
43 80 276
43 81 232
43 82 384
43 83 380
43 84 213
43 85 544
43 86 321
43 87 251
43 88 268
43 89 108
43 90 516
43 91 483
43 92 325
43 93 345
43 94 148
43 95 178
43 96 504
43 97 145
43 98 116
43 99 397
43 100 119
43 101 401
43 102 571
43 103 252
43 104 36
43 105 322
43 106 300
43 107 50
43 108 357
43 109 269
43 110 91
43 111 395
43 112 327
43 113 188
43 114 370
43 115 393
43 116 156
43 117 321
43 118 264
43 119 255
43 120 392
43 121 467
43 122 453
43 123 396
43 124 205
43 125 519
43 126 400
43 127 76
43 128 293
43 129 191
43 130 243
44 45 403
44 46 140
44 47 58
44 48 503
44 49 146
44 50 212
44 51 62
44 52 379
44 53 110
44 54 173
44 55 80
44 56 404
44 57 429
44 58 145
44 59 285
44 60 73
44 61 480
44 62 362
44 63 456
